# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.01%  [.] 0x00000000011f4c04               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb26514               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746128b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb26e00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120daf2               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000121adae               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001211d50               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001311140               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007efceb18               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000231982               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb19f0c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa7ba4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a9cb08               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001f09c8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000744f56c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023c7aa               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000005e9c0               libc.so.6                         -      -            
     0.01%  [.] 0x00000000745e3a28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb667c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000121b022               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f0b84               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011ef854               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb00e80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1bee8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012260aa               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000000509b84               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120c6dc               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f5d96               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb04654               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1a5a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16480               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb68310               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001226112               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074522300               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001f0562               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000746312e0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f73f85f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000130fc2a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000148fada               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1e8ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001211fc2               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000009cc7c               libc.so.6                         -      -            
     0.01%  [.] 0x00000000f7389004               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1a180               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001204dc0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120ced0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007c916d50               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000000916a0               libc.so.6                         -      -            
     0.01%  [.] 0x00000000f74147e4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012134de               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb2d6f4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7414c48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012273ee               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007452295c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed1b2c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023116a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120d214               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000131800c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb15cc8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ea0a4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001226a20               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074603c0c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1e730               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb686c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa4500               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001f0d5c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745dbac0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdab98               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb65f40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746128d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023100c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000f754adc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120e744               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011fdfa2               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb69ba4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f70a0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000746042c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb460c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007efde3f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f4bc0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001202dc0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000002376d0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000021b416               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000002368ac               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011f18f8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001310d80               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011ea4f6               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001449fb8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a61cf0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16c1c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1c630               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007451fd80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb2a080               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a96280               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7413840               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa1abc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a624cc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb66084               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb013c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000228044               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1c4c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001205e40               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a6d648               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120ed34               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007451fac0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744d5170               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb66d40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb67bc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001ebcc6               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074613da0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb158c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120f9c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb67a44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023c892               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb46640               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb19eec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb24800               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744d5134               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1c5a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1e780               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb232bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16d08               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb6a65c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074522500               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ef348               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb16dd4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007f06a734               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ef2c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e49c200               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1e480               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00ac8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb15ce8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120fc00               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011fea66               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001ed320               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001327c62               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb66348               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ef2da               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074637740               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c794               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074603af8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000229b46               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000000230dc4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120f7be               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001205a80               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000014f6838               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745da0b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074630b28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c890               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb25e80               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c488               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1af60               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007463f3d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074601ee8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ef344               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1e38c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1b7b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023cb46               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb67748               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa4940               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000230858               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000002229e0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745daa64               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc13e90               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012237c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000002305f8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000012101cc               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f09d6               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb16ff8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023398c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120a61a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120d41c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a5bb98               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6f00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000000509ce4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb25d00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb6b078               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023ca2a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb17594               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eeef410               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000131171c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fc5768c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e499990               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f5802               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001203900               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000f741476c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb23f1c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f75047d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1659c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1c5fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1c4b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012103ba               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb15b28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1ccc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d7ca0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16db4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb05dd4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d2100               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb28740               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c912               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb16fa8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012237e8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a5b8dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f750462c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000009bf6c               libc.so.6                         -      -            
     0.01%  [.] 0x0000000001326262               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a6167c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120ebd0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000121af84               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000000547b0               libc.so.6                         -      -            
     0.01%  [.] 0x000000000121b064               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120c4ca               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000744f5838               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcdc9d4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb14f00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb6a0e8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074649de4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61b48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16604               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000132a844               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1d790               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7504608               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001311c5c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb6e748               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb680b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001ed2c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000f73f8820               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6900               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ef4dc               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb68230               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011e8480               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e4a3208               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745da8f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f75046c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1b800               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120cc8e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000007eefc6c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6c54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023c716               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000128c686               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1a1c8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074671fbc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746047fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120a640               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f5e32               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fcda648               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1aa50               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a5fc44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00b48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001310fa0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000000231186               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000074615c00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9f40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012257ec               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb2a374               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a617ac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001f0990               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e48fabc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a57034               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a3feb4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb6a150               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001225736               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745da0e4               [JIT] tid 45815                   -      -            
     0.01%  [.] srand@plt                        libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e471718               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746357c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745238e4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a40940               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012273e0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745db38c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eeea22c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc13dc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007463e208               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb26b54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074522680               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1ee60               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00c6c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000130fc60               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a6cfd4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f514c               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb13688               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a606f4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074603afc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001202e64               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001224060               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000f7504610               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000009c444               libc.so.6                         -      -            
     0.01%  [.] 0x000000006fb19f64               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072aa4ae4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744b65dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074632b1c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a9d8f8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb233c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007c915f74               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7414048               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb674c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eeed9c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e90dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745da0dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb66f00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a61a34               [JIT] tid 45815                   -      -            
     0.01%  [.] unlink@plt                       libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001326664               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011fe700               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1691c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006c8e6480               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001efd72               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000009a280               libc.so.6                         -      -            
     0.01%  [.] 0x000000000128e6a6               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000128e6aa               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000001291230               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000144a660               libmali.so.1.10.0                 -      -            
     0.01%  [k] 0xffffffdafdb15d70               [unknown]                         -      -            
     0.01%  [.] 0x000000006fc147e4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6c948               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb00e94               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001f1c3a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a5bb1c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000746124a4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000020d1dc               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000f73ccd00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9e14               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb68158               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb66e40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120dd60               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb7d764               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc6c19c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011e89ba               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006e499f54               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb67e14               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb6e5ec               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000023c804               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb45cc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001225e88               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb27620               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16c78               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120b14e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000746053b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a657b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001225956               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000000232520               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a61bb4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f754adac               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fcd9a1c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001449fa0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000013299da               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb463f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000132970a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f0960               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb24ccc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb67b7c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000012256c4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb182a0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb679f0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000744f56b0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb285bc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074613bc0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011eba3e               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb16f8c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a6313c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb16e00               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb69b0c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb28680               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007451c4d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c740               libmali.so.1.10.0                 -      -            
